Series Name,Series Code,Country Name,Country Code,1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Burkina Faso,BFA,6.14302586492854,7.66469160790078,6.54826042356251,6.51432087866116,6.70020842577979,6.81625243788072,7.26046395607044,6.3859432549159,5.60307109862179,11.6033059363244,13.8437263238074,12.8265050808966,12.7584218426014,11.6835551572329,4.63222320159726,5.33460866626,4.76783296801423,5.72816154527462,6.32363457774358,5.43726005715586,6.32478415455253,6.4334476529176,7.81292413327643,8.59697070771253,9.57845327871711,11.0860918298397,13.6358312716881,12.3920775641972,10.6495256934752,10.3109055603095,11.6328502274371,12.6155172356606,12.3099034187431,8.56376219172977,8.32073300790914,8.96317006468082,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Burundi,BDI,5.93607794991054,8.5754324327622,9.32629775963473,10.3888577599431,10.6546944370428,13.3710325428176,12.6945459298565,14.0206683897655,14.238648580744,17.0617153397151,24.02891350754,28.9246630235986,23.6215639521918,27.0192383766191,15.4172437374682,15.0609351881394,18.812078087963,24.3014254632118,40.4921952056171,30.4545201859667,26.4632869634632,23.9491794668622,32.3563567648798,33.0482440418152,30.3366575654188,23.8533749014014,24.9876673095543,17.5280473681697,17.4953130756186,17.4462810682205,15.5324953465325,18.4481964113134,18.2770822739274,12.6036911469817,12.8511121762816,12.4085159262879,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Cabo Verde,CPV,..,..,60.8796729123415,60.0629565277908,70.3592648642545,59.4333436479521,56.3332448759777,45.7077442132685,27.1444086611263,28.7234814850897,29.9757713779501,29.4746779925518,28.5403951457796,22.4712426494659,14.1863752333569,17.3545242963509,24.0808185243663,18.9973311066031,14.2361598589151,25.5757612981589,32.0807655797972,30.73765613736,21.9321004812193,49.1715679149213,21.5625518128119,33.2760003376601,40.3667649961708,24.8704258480849,16.3999010631417,11.8695502972721,9.36705233575839,10.0621413317817,12.2047824536164,14.1459207306859,13.0374510736862,11.4732102311572,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,5.47129623387332,6.74392193256507,8.32675194732508,8.2661820756448,7.12815374914454,6.55608221419528,3.39355720869238,2.46904397186019,2.53091563398037,2.59547615143271,3.4105026316523,3.2041163928466,1.71984810001608,1.80686995055644,2.24551946041626,3.09984061599517,2.86278006721426,2.69595661546956,3.05056190878942,2.29398350561854,1.90292633653539,2.54877079896641,1.81768657281802,1.84795781918419,1.93951731869573,0.875612451869286,0.682368291397758,1.01647596716402,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Cameroon,CMR,12.2384850248717,4.46072279299857,6.88393063437651,5.92102144511064,10.2333490469197,11.8666825898485,7.59802318665164,7.72784449750425,5.05318830223239,8.22295489050037,8.7363121732797,9.46180396652127,8.72850959265637,4.98334559149725,5.11206655744767,7.97684041194734,5.19876073691808,4.74833679495924,4.72805811786385,4.91083530322886,7.65573652078189,9.00223389785579,9.18883584103258,10.6284791361555,5.97794900217792,7.14078092697585,8.42767787605503,8.73671548824749,7.51401738371255,7.57680290320283,5.86322500828741,5.46817987250364,6.40469692102559,6.49686681355859,6.02249184891687,4.67837128338707,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Canada,CAN,4.19477908283352,1.98144585819655,2.81046388871444,2.825168158242,2.79761335756816,2.89161382393407,2.21655081756162,2.4306670057943,2.6453268916019,2.4509065469957,2.45317054074899,3.10144991363678,2.4248958550528,1.47907632177587,2.15745330514067,3.91122948225336,3.24775321601978,2.35694563319289,2.92957696028926,4.03016223762958,4.41197277080859,3.855923608803,3.63217542937211,5.0075005720157,2.02520137169722,2.2370420132143,2.96929913328669,1.80426454225357,1.91552695427973,1.64883828165497,0.335525991715679,0.779091495956499,1.23155103865133,2.12446559041552,1.98698357557699,1.4957811159159,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Central African Republic,CAF,5.48291975743792,5.98444005803883,5.42855292531534,5.53049968222241,6.12900263564181,6.36218527750602,6.17153668179953,6.89469255985846,6.52279360139883,11.7665873683706,12.3967733695571,12.0071547494708,13.1964001176164,13.5362576829614,9.61290686063943,11.2112994219641,10.8804358921719,11.4128282329424,11.7298898616315,8.18297745492875,8.59621893105213,10.023843690472,9.96089480617859,11.7910358754085,8.79884721098727,7.89856196507648,8.44937637817833,9.16043149307418,12.8853108306492,11.2660722505138,12.6926233946448,13.0582628927504,13.4175849973314,10.8643090896974,9.80816733975941,9.32276769506711,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Chad,TCD,5.73036629713517,8.6010653884561,7.90416621797452,6.58618031696405,7.07578489224731,7.51734818729523,6.91105202669108,7.2306618691203,8.50696655893702,12.1988096348738,14.2163486573529,12.7277173773474,12.4551814450116,11.6316656048218,9.50402148881594,10.5734977106697,8.36504776558135,8.65186088192924,15.7458627451977,37.3999359078834,38.6367628473592,37.5785686539797,34.1823229087421,36.2425277769203,20.3180317427638,24.8424802387054,29.5127932620974,26.6180284204614,22.7146780136798,21.719798748578,13.2002505902492,13.26104072875,21.3806476332723,24.5655738325211,21.8675140765723,15.7568751972061,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Chile,CHL,9.06257854865236,7.07760416557172,8.59533474378522,11.86047971938,12.825688658822,11.171270866674,5.95033734316231,4.63199669052434,3.36475031448411,4.88675000247252,6.55620331097299,4.99887648486873,4.65920890483256,2.53602265626738,3.68398162499255,4.87317737366935,3.94501586104672,3.73557079950192,5.08813209958011,9.57115826639796,9.74818350530234,17.2200814644753,17.0051493508918,13.7944848850497,8.75675759745208,11.9002961058423,12.1291055650616,9.07551072850474,7.62692784459771,6.83858746427704,4.02848854160475,3.19954739747282,5.29785467324795,5.76285982731167,4.85196740466377,2.97239409331009,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,China,CHN,9.51552829427363,5.54675875863156,6.15166268009208,6.09862914906988,6.79842839413871,8.23321932711655,5.80403888488526,5.07950262347713,4.23681066144624,3.22263024065715,3.19701662542658,2.98101159155649,2.38741390365696,1.74179029453751,1.81784226520585,2.59548669291362,2.48077747123705,1.87328029640777,1.95262121156639,4.65060185681869,5.03339937187421,5.51041556875837,6.37816451350987,9.71486207089171,3.9886323463724,6.29571678602339,7.67788775346095,4.15448713100282,3.02769078330869,2.30858208679266,1.17793163920512,1.055275703563,1.33293594236298,1.47794127719618,1.13878110598704,1.08957546413071,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Colombia,COL,4.09377319130586,3.20831089194045,5.33868712848013,4.13420834244981,5.96767954478412,7.00920301344766,4.33168576820558,3.77437674214267,3.15395257189551,2.4332729417861,2.99761695553228,3.77104652471093,3.07970317481195,2.05468142088367,4.33062651351449,5.75601977328153,3.77989753252906,3.89187030313458,4.79121460320513,6.08513638150472,6.40188006480631,7.24245826550571,6.57165592097764,8.51734934444362,4.6905148030374,6.5864671538143,9.4452337026771,8.02804865041357,7.34481699840736,6.37139761238593,3.68401847687382,2.97267630250384,3.8490062626813,5.02867928367672,4.69333604689277,3.78274426034005,..
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,Comoros,COM,0.516529285534189,0.61903852493651,0.505536403180463,0.546126078391679,0.599385261340545,0.733042703754528,0.752536473901966,0.732272832833419,0.63319486178929,1.09160634580364,1.68993932793025,1.72539613175452,1.76066086458457,1.83249756403662,1.27104755240707,1.39951988122267,1.27343022378633,1.3751467319662,1.65536751882319,1.23259320694108,1.2872132347736,1.26530963890376,1.58338531967334,1.71669245540302,1.74911916308518,1.59344232459894,1.63345219184602,1.91403021358814,1.81491870133461,1.97695678327073,2.46576426854999,2.50675650881123,2.36385148023825,1.45730020542914,1.48734271823604,1.50375767893313,..
